RML id,better RML id,Supported,title,purpose,part of spec,data format,reference formulation,error expected?,input file 1,input file 2,input file 3,R2RML id,files missing?,comment
RMLTC0000-CSV,0a,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,,CSV,CSV,false,student.csv,,,R2RMLTC0000,,
RMLTC0000-JSON,0b,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,,JSON,JSONPath,false,student.json,,,R2RMLTC0001,,
RMLTC0000-XML,0c,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,,XML,XPath,false,student.xml,,,R2RMLTC0002,,
RMLTC0000-MySQL,0d,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,http://www.w3.org/TR/r2rml/#physical-tables,table,CSV,false,resource.sql,,,R2RMLTC0003,,
RMLTC0000-PostgreSQL,0e,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,http://www.w3.org/TR/r2rml/#physical-tables,table,CSV,false,resource.sql,,,R2RMLTC0004,,
RMLTC0000-SQLServer,0f,java,"one table, one column, zero rows",Tests if an empty table produces an empty RDF graph,http://www.w3.org/TR/r2rml/#physical-tables,table,CSV,false,resource.sql,,,R2RMLTC0005,,
RMLTC0000-SPARQL,0g,java,Empty dataset,Test if an empty dataset produces an empty RDF graph,,RDF,XPath,false,resource.ttl,,,R2RMLTC0005,,
RMLTC0001a-CSV,1a,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,,CSV,CSV,false,student.csv,,,R2RMLTC0001a,,
RMLTC0001a-JSON,1b,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,,JSON,JSONPath,false,student.json,,,R2RMLTC0001a,,
RMLTC0001a-XML,1c,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,,XML,XPath,false,student.xml,,,R2RMLTC0001a,,
RMLTC0001a-MySQL,1d,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,http://www.w3.org/TR/r2rml/#dfn-template-valued-term-map,table,CSV,false,resource.sql,,,R2RMLTC0001a,,
RMLTC0001a-PostgreSQL,1e,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,http://www.w3.org/TR/r2rml/#dfn-template-valued-term-map,table,CSV,false,resource.sql,,,R2RMLTC0001a,,
RMLTC0001a-SQLServer,1f,java,"One column mapping, subject URI generation by using rr:template",Tests: (1) one column mapping; (2) subject URI generation by using rr:tmplate; (3) one column to one property,http://www.w3.org/TR/r2rml/#dfn-template-valued-term-map,table,CSV,false,resource.sql,,,R2RMLTC0001a,,
RMLTC0001a-SPARQL,1g,java,"One tripple mapping, subject URI generation by using rr:template",Tests: (1) one tripple mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one tripple to one property,,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0001b-CSV,2a,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,,CSV,CSV,false,student.csv,,,R2RMLTC0001b,,
RMLTC0001b-JSON,2b,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,,JSON,JSONPath,false,student.json,,,R2RMLTC0001b,,
RMLTC0001b-XML,2c,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,,XML,XPath,false,student.xml,,,R2RMLTC0001b,,
RMLTC0001b-MySQL,2d,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0001b,,
RMLTC0001b-PostgreSQL,2e,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0001b,,
RMLTC0001b-SQLServer,2f,java,"One column mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one column mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one column to one property,http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0001b,,
RMLTC0001b-SPARQL,2g,java,"One tripple mapping, generation of a BlankNode subject by using rr:termType",Tests: (1) one tripple mapping; (2) generation of a BlankNode subject by using rr:termType; (3) one tripple to one property,,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0002a-CSV,3a,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",,CSV,CSV,false,student.csv,,,R2RMLTC0002a,,
RMLTC0002a-JSON,3b,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",,JSON,JSONPath,false,student.json,,,R2RMLTC0002a,,
RMLTC0002a-XML,3c,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",,XML,XPath,false,student.xml,,,R2RMLTC0002a,,
RMLTC0002a-MySQL,3d,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0002a,,
RMLTC0002a-PostgreSQL,3e,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0002a,,
RMLTC0002a-SQLServer,3f,java,"Two columns mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two column mapping, no primary key; (2) subject URI generated by the concatenation of two column values; (3) one column to one property",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0002a,,
RMLTC0002a-SPARQL,3g,java,"Two tripples mapping, generation of a subject URI by the concatenation of two column values","Tests: (1) two tripple mapping, no primary key; (2) subject URI generated by the concatenation of two tripple object values; (3) one tripple object to one property",,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0002b-CSV,4a,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",,CSV,CSV,false,student.csv,,,R2RMLTC0002b,,
RMLTC0002b-JSON,4b,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",,JSON,JSONPath,false,student.json,,,R2RMLTC0002b,,
RMLTC0002b-XML,4c,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",,XML,XPath,false,student.xml,,,R2RMLTC0002b,,
RMLTC0002b-MySQL,4d,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0002b,,
RMLTC0002b-PostgreSQL,4e,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0002b,,
RMLTC0002b-SQLServer,4f,java,"Two columns mapping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one column to one property",http://www.w3.org/TR/r2rml/#termtype,table,CSV,false,resource.sql,,,R2RMLTC0002b,,
RMLTC0002b-SPARQL,6a,java,"Two tripples maping, generation of a BlankNode subject by using rr:template and rr:termType","Tests: (1) two tripple mapping, no primary key; (2) generation of a BlankNode subject by using rr:template; (3) one triple to one property",,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0002c-CSV,6a,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,,CSV,CSV,true,student.csv,,,R2RMLTC0002c,,
RMLTC0002c-JSON,6b,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,,JSON,JSONPath,true,student.json,,,R2RMLTC0002c,,
RMLTC0002c-XML,6c,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,,XML,XPath,true,student.xml,,,R2RMLTC0002c,,
RMLTC0002c-MySQL,6d,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002c,,
RMLTC0002c-PostgreSQL,6e,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002c,,
RMLTC0002c-SQLServer,6f,java,"Two columns mapping, an undefined SQL identifier / logical reference",Tests the presence of an undefined SQL identifier / logical reference,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002c,,
RMLTC0002d-MySQL,7a,,"Two columns mapping, generation of a BlankNode subject by using a SQL Query that concatenates two columns","Tests (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using a SQL Query that concatenates two columns; (3) one column to one property",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0002d,,
RMLTC0002d-PostgreSQL,7b,,"Two columns mapping, generation of a BlankNode subject by using a SQL Query that concatenates two columns","Tests (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using a SQL Query that concatenates two columns; (3) one column to one property",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0002d,,
RMLTC0002d-SQLServer,7c,,"Two columns mapping, generation of a BlankNode subject by using a SQL Query that concatenates two columns","Tests (1) two column mapping, no primary key; (2) generation of a BlankNode subject by using a SQL Query that concatenates two columns; (3) one column to one property",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0002d,,
RMLTC0002e-CSV,8a,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,,CSV,CSV,true,student.csv,,,R2RMLTC0002e,,try to use non-existing file
RMLTC0002e-JSON,8b,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,,JSON,JSONPath,true,student.json,,,R2RMLTC0002e,,try to use non-existing file
RMLTC0002e-XML,8c,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,,XML,XPath,true,student.xml,,,R2RMLTC0002e,,try to use non-existing file
RMLTC0002e-MySQL,8d,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002e,,
RMLTC0002e-PostgreSQL,8e,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002e,,
RMLTC0002e-SQLServer,8f,java,"Two columns mapping, an undefined rr:tableName",Tests the presence of an undefined rr:tableName,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002e,,
RMLTC0002f-MySQL,9a,,"Two columns mapping, delimited identifiers referenced as regular identifiers","Tests the presence of delimited identifiers referenced as regular identifiers. Within rr:template ID is ok, but Name is not",http://www.w3.org/TR/r2rml/#from-template,table,CSV,true,resource.sql,,,R2RMLTC0002f,,
RMLTC0002f-PostgreSQL,9b,,"Two columns mapping, delimited identifiers referenced as regular identifiers","Tests the presence of delimited identifiers referenced as regular identifiers. Within rr:template ID is ok, but Name is not",http://www.w3.org/TR/r2rml/#from-template,table,CSV,true,resource.sql,,,R2RMLTC0002f,,
RMLTC0002f-SQLServer,9c,,"Two columns mapping, delimited identifiers referenced as regular identifiers","Tests the presence of delimited identifiers referenced as regular identifiers. Within rr:template ID is ok, but Name is not",http://www.w3.org/TR/r2rml/#from-template,table,CSV,true,resource.sql,,,R2RMLTC0002f,,
RMLTC0002g-MySQL,10a,java,"Two columns mapping, invalid SQL query",Tests the presence of an invalid SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002g,,"This doesn't make sense for CSV, JSON, and XML files."
RMLTC0002g-PostgreSQL,10b,java,"Two columns mapping, invalid SQL query",Tests the presence of an invalid SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002g,,
RMLTC0002g-SQLServer,10c,java,"Two columns mapping, invalid SQL query",Tests the presence of an invalid SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002g,,
RMLTC0002g-SPARQL,10d,java,"Two tripples mapping, invalid SPARQL query",Tests the presence of an invalid SPARQL query,,RDF,XPath,true,,,,N/A,,
RMLTC0002h-MySQL,11a,java,"Two columns mapping, duplicate column name in SELECT",Tests the presence of duplicate column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002h,,
RMLTC0002h-PostgreSQL,11b,java,"Two columns mapping, duplicate column name in SELECT",Tests the presence of duplicate column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002h,,
RMLTC0002h-SQLServer,11c,java,"Two columns mapping, duplicate column name in SELECT",Tests the presence of duplicate column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-sql-identifier,table,CSV,true,resource.sql,,,R2RMLTC0002h,,
RMLTC0002h-SPARQL,11d,java,"Two tripples mapping, duplicate variable name in SELECT",Tests the presence of duplicate variable names in the SELECT list of the SPARQL query,,RDF,XPath,true,resource.ttl,,,N/A,,
RMLTC0002i-MySQL,12a,java,"Two columns mapping, SQL Version identifier",Tests the presence of a SQL Version identifier ,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,false,resource.sql,,,R2RMLTC0002i,,
RMLTC0002i-PostgreSQL,12b,java,"Two columns mapping, SQL Version identifier",Tests the presence of a SQL Version identifier ,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,false,resource.sql,,,R2RMLTC0002i,,
RMLTC0002i-SQLServer,12c,java,"Two columns mapping, SQL Version identifier",Tests the presence of a SQL Version identifier ,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,false,resource.sql,,,R2RMLTC0002i,,
RMLTC0002j-MySQL,12d,java,"Two columns mapping, qualified column names",Tests the presence of qualified column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-schema-qualified-name,table,CSV,false,resource.sql,,,R2RMLTC0002j,,
RMLTC0002j-PostgreSQL,12e,java,"Two columns mapping, qualified column names",Tests the presence of qualified column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-schema-qualified-name,table,CSV,false,resource.sql,,,R2RMLTC0002j,,
RMLTC0002j-SQLServer,12f,java,"Two columns mapping, qualified column names",Tests the presence of qualified column names in the SELECT list of the SQL query,http://www.w3.org/TR/r2rml/#dfn-schema-qualified-name,table,CSV,false,resource.sql,,,R2RMLTC0002j,,
RMLTC0003a-MySQL,13a,java,"Three columns mapping, undefined SQL Version identifier",Tests the presence of an undefined SQL Version identifier,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,true,resource.sql,,,R2RMLTC0003a,,
RMLTC0003a-PostgreSQL,13b,java,"Three columns mapping, undefined SQL Version identifier",Tests the presence of an undefined SQL Version identifier,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,true,resource.sql,,,R2RMLTC0003a,,
RMLTC0003a-SQLServer,13c,java,"Three columns mapping, undefined SQL Version identifier",Tests the presence of an undefined SQL Version identifier,http://www.w3.org/TR/r2rml/#dfn-sql-version-identifier,table,CSV,true,resource.sql,,,R2RMLTC0003a,,
RMLTC0003b-MySQL,14a,java,"Three columns mapping, concatenation of columns, by using a rr:sqlQuery to produce literal","Tests: (1) three column mapping; and (2) concatenation of columns to produce literal, by using a rr:sqlQuery",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0003b,,
RMLTC0003b-PostgreSQL,14b,java,"Three columns mapping, concatenation of columns, by using a rr:sqlQuery to produce literal","Tests: (1) three column mapping; and (2) concatenation of columns to produce literal, by using a rr:sqlQuery",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0003b,,
RMLTC0003b-SQLServer,14c,java,"Three columns mapping, concatenation of columns, by using a rr:sqlQuery to produce literal","Tests: (1) three column mapping; and (2) concatenation of columns to produce literal, by using a rr:sqlQuery",http://www.w3.org/TR/r2rml/#dfn-sql-query,table,CSV,false,resource.sql,,,R2RMLTC0003b,,
RMLTC0003c-CSV,15a,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,,CSV,CSV,false,student.csv,,,R2RMLTC0003c,,
RMLTC0003c-JSON,15b,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,,JSON,JSONPath,false,student.json,,,R2RMLTC0003c,,
RMLTC0003c-XML,15c,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,,XML,XPath,false,student.xml,,,R2RMLTC0003c,,
RMLTC0003c-MySQL,15d,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0003c,,
RMLTC0003c-PostgreSQL,15e,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0003c,,
RMLTC0003c-SQLServer,15f,java,"Three columns mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0003c,,
RMLTC0003c-SPARQL,15g,java,"Three tripple mapping, by using a rr:template to produce literal",Tests: (1) three column mapping; and (2) the use of rr:template to produce literal,,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0004a-CSV,16a,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",,CSV,CSV,false,student_sport.csv,,,R2RMLTC0004a,,
RMLTC0004a-JSON,16b,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",,JSON,JSONPath,false,student_sport.json,,,R2RMLTC0004a,,
RMLTC0004a-XML,16c,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",,XML,XPath,false,student_sport.xml,,,R2RMLTC0004a,,
RMLTC0004a-MySQL,16d,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0004a,,
RMLTC0004a-PostgreSQL,16e,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0004a,,
RMLTC0004a-SQLServer,16f,java,"Two column mapping, from one row table to two different triples","Tests: (1) two column mapping, (2) subject URI generated by a column value; (3) from one row table to two different triples (4) typing by using rr:class",http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0004a,,
RMLTC0004a-SPARQL,16g,java,"Two BlankNodes mapping, from one object to two different triples","Tests: (1) two BlankNodes mapping, (2) subject URI generated by a tripple object value; (3) from one BlankNode to two different triples (4) typing by using rr:class",,RDF,XPath,false,resource.ttl,,,N/A,,
RMLTC0004b-CSV,17a,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",,CSV,CSV,true,student.csv,,,R2RMLTC0004b,,
RMLTC0004b-JSON,17b,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",,JSON,JSONPath,true,student.json,,,R2RMLTC0004b,,
RMLTC0004b-XML,17c,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",,XML,XPath,true,student.xml,,,R2RMLTC0004b,,
RMLTC0004b-MySQL,17d,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",http://www.w3.org/TR/r2rml/#termtype,table,CSV,true,resource.sql,,,R2RMLTC0004b,,
RMLTC0004b-PostgreSQL,17e,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",http://www.w3.org/TR/r2rml/#termtype,table,CSV,true,resource.sql,,,R2RMLTC0004b,,
RMLTC0004b-SQLServer,17f,java,"One column mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",http://www.w3.org/TR/r2rml/#termtype,table,CSV,true,resource.sql,,,R2RMLTC0004b,,
RMLTC0004b-SPARQL,17g,java,"One tripple mapping, presence of rr:termType rr:Literal on rr:subjectMap","Tests: (1) one column mapping (2) the presence of rr:termType rr:Literal on rr:subjectMap, which is invalid",,RDF,XPath,true,resource.ttl,,,R2RMLTC0004b,,
RMLTC0005a-CSV,18a,,Typing of resources,Tests the typing of resources,,CSV,CSV,false,ious.csv,,,R2RMLTC0005a,,
RMLTC0005a-JSON,18b,,Typing of resources,Tests the typing of resources,,JSON,JSONPath,false,ious.json,,,R2RMLTC0005a,,
RMLTC0005a-XML,18c,,Typing of resources,Tests the typing of resources,,XML,XPath,false,ious.xml,,,R2RMLTC0005a,,
RMLTC0005a-MySQL,18d,,Typing of resources,Tests the typing of resources,http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0005a,,
RMLTC0005a-PostgreSQL,18e,,Typing of resources,Tests the typing of resources,http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0005a,,
RMLTC0005a-SQLServer,18f,,Typing of resources,Tests the typing of resources,http://www.w3.org/TR/r2rml/#typing,table,CSV,false,resource.sql,,,R2RMLTC0005a,,
RMLTC0005b-MySQL,19a,,Default mapping,Tests the generation of a default mapping for tables without a primary key,http://www.w3.org/TR/r2rml/#default-mappings,table,CSV,false,resource.sql,,,R2RMLTC0005b,,primary key is not used in XML/JSON/CSV
RMLTC0005b-PostgreSQL,19b,,Default mapping,Tests the generation of a default mapping for tables without a primary key,http://www.w3.org/TR/r2rml/#default-mappings,table,CSV,false,resource.sql,,,R2RMLTC0005b,,
RMLTC0005b-SQLServer,19c,,Default mapping,Tests the generation of a default mapping for tables without a primary key,http://www.w3.org/TR/r2rml/#default-mappings,table,CSV,false,resource.sql,,,R2RMLTC0005b,,
